"car_name_year"	"origin"	"specification"	"value"
"volvo 145e (sw)_72"	"Europe"	"acceleration"	14.5
"volkswagen 411 (sw)_72"	"Europe"	"acceleration"	18
"peugeot 504 (sw)_72"	"Europe"	"acceleration"	19.5
"renault 12 (sw)_72"	"Europe"	"acceleration"	18
"ford pinto (sw)_72"	"domestic"	"acceleration"	16
"datsun 510 (sw)_72"	"Asia"	"acceleration"	17
"toyouta corona mark ii (sw)_72"	"Asia"	"acceleration"	14.5
"dodge colt (sw)_72"	"domestic"	"acceleration"	15
"toyota corolla 1600 (sw)_72"	"Asia"	"acceleration"	16.5
"buick century 350_73"	"domestic"	"acceleration"	13
"amc matador_73"	"domestic"	"acceleration"	11.5
"chevrolet malibu_73"	"domestic"	"acceleration"	13
"ford gran torino_73"	"domestic"	"acceleration"	14.5
"dodge coronet custom_73"	"domestic"	"acceleration"	12.5
"mercury marquis brougham_73"	"domestic"	"acceleration"	11.5
"chevrolet caprice classic_73"	"domestic"	"acceleration"	12
"ford ltd_73"	"domestic"	"acceleration"	13
"plymouth fury gran sedan_73"	"domestic"	"acceleration"	14.5
"chrysler new yorker brougham_73"	"domestic"	"acceleration"	11
"buick electra 225 custom_73"	"domestic"	"acceleration"	11
"amc ambassador brougham_73"	"domestic"	"acceleration"	11
"plymouth valiant_73"	"domestic"	"acceleration"	16.5
"chevrolet nova custom_73"	"domestic"	"acceleration"	18
"amc hornet_73"	"domestic"	"acceleration"	16
"ford maverick_73"	"domestic"	"acceleration"	16.5
"plymouth duster_73"	"domestic"	"acceleration"	16
"volkswagen super beetle_73"	"Europe"	"acceleration"	21
"chevrolet impala_73"	"domestic"	"acceleration"	14
"ford country_73"	"domestic"	"acceleration"	12.5
"plymouth custom suburb_73"	"domestic"	"acceleration"	13
"oldsmobile vista cruiser_73"	"domestic"	"acceleration"	12.5
"amc gremlin_73"	"domestic"	"acceleration"	15
"toyota carina_73"	"Asia"	"acceleration"	19
"chevrolet vega_73"	"domestic"	"acceleration"	19.5
"datsun 610_73"	"Asia"	"acceleration"	16.5
"maxda rx3_73"	"Asia"	"acceleration"	13.5
"ford pinto_73"	"domestic"	"acceleration"	18.5
"mercury capri v6_73"	"domestic"	"acceleration"	14
"fiat 124 sport coupe_73"	"Europe"	"acceleration"	15.5
"chevrolet monte carlo s_73"	"domestic"	"acceleration"	13
"pontiac grand prix_73"	"domestic"	"acceleration"	9.5
"fiat 128_73"	"Europe"	"acceleration"	19.5
"opel manta_73"	"Europe"	"acceleration"	15.5
"audi 100ls_73"	"Europe"	"acceleration"	14
"volvo 144ea_73"	"Europe"	"acceleration"	15.5
"dodge dart custom_73"	"domestic"	"acceleration"	11
"saab 99le_73"	"Europe"	"acceleration"	14
"toyota mark ii_73"	"Asia"	"acceleration"	13.5
"oldsmobile omega_73"	"domestic"	"acceleration"	11
"plymouth duster_74"	"domestic"	"acceleration"	16.5
"ford maverick_74"	"domestic"	"acceleration"	17
"amc hornet_74"	"domestic"	"acceleration"	16
"chevrolet nova_74"	"domestic"	"acceleration"	17
"datsun b210_74"	"Asia"	"acceleration"	19
"ford pinto_74"	"domestic"	"acceleration"	16.5
"toyota corolla 1200_74"	"Asia"	"acceleration"	21
"chevrolet vega_74"	"domestic"	"acceleration"	17
"chevrolet chevelle malibu classic_74"	"domestic"	"acceleration"	17
"amc matador_74"	"domestic"	"acceleration"	18
"plymouth satellite sebring_74"	"domestic"	"acceleration"	16.5
"ford gran torino_74"	"domestic"	"acceleration"	14
"buick century luxus (sw)_74"	"domestic"	"acceleration"	14.5
"dodge coronet custom (sw)_74"	"domestic"	"acceleration"	13.5
"ford gran torino (sw)_74"	"domestic"	"acceleration"	16
"amc matador (sw)_74"	"domestic"	"acceleration"	15.5
"audi fox_74"	"Europe"	"acceleration"	16.5
"volkswagen dasher_74"	"Europe"	"acceleration"	15.5
"opel manta_74"	"Europe"	"acceleration"	14.5
"toyota corona_74"	"Asia"	"acceleration"	16.5
"datsun 710_74"	"Asia"	"acceleration"	19
"dodge colt_74"	"domestic"	"acceleration"	14.5
"fiat 128_74"	"Europe"	"acceleration"	15.5
"fiat 124 tc_74"	"Europe"	"acceleration"	14
"honda civic_74"	"Asia"	"acceleration"	15
"subaru_74"	"Asia"	"acceleration"	15.5
"fiat x1.9_74"	"Europe"	"acceleration"	16
"plymouth valiant custom_75"	"domestic"	"acceleration"	16
"chevrolet nova_75"	"domestic"	"acceleration"	16
"mercury monarch_75"	"domestic"	"acceleration"	21
"ford maverick_75"	"domestic"	"acceleration"	19.5
"pontiac catalina_75"	"domestic"	"acceleration"	11.5
"chevrolet bel air_75"	"domestic"	"acceleration"	14
"plymouth grand fury_75"	"domestic"	"acceleration"	14.5
"ford ltd_75"	"domestic"	"acceleration"	13.5
"buick century_75"	"domestic"	"acceleration"	21
"chevroelt chevelle malibu_75"	"domestic"	"acceleration"	18.5
"amc matador_75"	"domestic"	"acceleration"	19
"plymouth fury_75"	"domestic"	"acceleration"	19
"buick skyhawk_75"	"domestic"	"acceleration"	15
"chevrolet monza 2+2_75"	"domestic"	"acceleration"	13.5
"ford mustang ii_75"	"domestic"	"acceleration"	12
"toyota corolla_75"	"Asia"	"acceleration"	16
"ford pinto_75"	"domestic"	"acceleration"	17
"amc gremlin_75"	"domestic"	"acceleration"	16
"pontiac astro_75"	"domestic"	"acceleration"	18.5
"toyota corona_75"	"Asia"	"acceleration"	13.5
"volkswagen dasher_75"	"Europe"	"acceleration"	16.5
"datsun 710_75"	"Asia"	"acceleration"	17
"volkswagen rabbit_75"	"Europe"	"acceleration"	14
"amc pacer_75"	"domestic"	"acceleration"	17
"audi 100ls_75"	"Europe"	"acceleration"	15
"peugeot 504_75"	"Europe"	"acceleration"	17
"volvo 244dl_75"	"Europe"	"acceleration"	14.5
"saab 99le_75"	"Europe"	"acceleration"	13.5
"honda civic cvcc_75"	"Asia"	"acceleration"	17.5
"fiat 131_76"	"Europe"	"acceleration"	15.5
"opel 1900_76"	"Europe"	"acceleration"	16.9
"capri ii_76"	"domestic"	"acceleration"	14.9
"dodge colt_76"	"domestic"	"acceleration"	17.7
"renault 12tl_76"	"Europe"	"acceleration"	15.3
"chevrolet chevelle malibu classic_76"	"domestic"	"acceleration"	13
"dodge coronet brougham_76"	"domestic"	"acceleration"	13
"amc matador_76"	"domestic"	"acceleration"	13.9
"ford gran torino_76"	"domestic"	"acceleration"	12.8
"plymouth valiant_76"	"domestic"	"acceleration"	15.4
"chevrolet nova_76"	"domestic"	"acceleration"	14.5
"ford maverick_76"	"domestic"	"acceleration"	17.6
"amc hornet_76"	"domestic"	"acceleration"	17.6
"chevrolet chevette_76"	"domestic"	"acceleration"	22.2
"chevrolet woody_76"	"domestic"	"acceleration"	22.1
"vw rabbit_76"	"Europe"	"acceleration"	14.2
"honda civic_76"	"Asia"	"acceleration"	17.4
"dodge aspen se_76"	"domestic"	"acceleration"	17.7
"ford granada ghia_76"	"domestic"	"acceleration"	21
"pontiac ventura sj_76"	"domestic"	"acceleration"	16.2
"amc pacer d/l_76"	"domestic"	"acceleration"	17.8
"volkswagen rabbit_76"	"Europe"	"acceleration"	12.2
"datsun b-210_76"	"Asia"	"acceleration"	17
"toyota corolla_76"	"Asia"	"acceleration"	16.4
"ford pinto_76"	"domestic"	"acceleration"	13.6
"volvo 245_76"	"Europe"	"acceleration"	15.7
"plymouth volare premier v8_76"	"domestic"	"acceleration"	13.2
"peugeot 504_76"	"Europe"	"acceleration"	21.9
"toyota mark ii_76"	"Asia"	"acceleration"	15.5
"mercedes-benz 280s_76"	"Europe"	"acceleration"	16.7
"cadillac seville_76"	"domestic"	"acceleration"	12.1
"chevy c10_76"	"domestic"	"acceleration"	12
"ford f108_76"	"domestic"	"acceleration"	15
"dodge d100_76"	"domestic"	"acceleration"	14
"honda accord cvcc_77"	"Asia"	"acceleration"	18.5
"buick opel isuzu deluxe_77"	"domestic"	"acceleration"	14.8
"renault 5 gtl_77"	"Europe"	"acceleration"	18.6
"plymouth arrow gs_77"	"domestic"	"acceleration"	15.5
"datsun f-10 hatchback_77"	"Asia"	"acceleration"	16.8
"chevrolet caprice classic_77"	"domestic"	"acceleration"	12.5
"oldsmobile cutlass supreme_77"	"domestic"	"acceleration"	19
"dodge monaco brougham_77"	"domestic"	"acceleration"	13.7
"mercury cougar brougham_77"	"domestic"	"acceleration"	14.9
"chevrolet concours_77"	"domestic"	"acceleration"	16.4
"buick skylark_77"	"domestic"	"acceleration"	16.9
"plymouth volare custom_77"	"domestic"	"acceleration"	17.7
"ford granada_77"	"domestic"	"acceleration"	19
"pontiac grand prix lj_77"	"domestic"	"acceleration"	11.1
"chevrolet monte carlo landau_77"	"domestic"	"acceleration"	11.4
"chrysler cordoba_77"	"domestic"	"acceleration"	12.2
"ford thunderbird_77"	"domestic"	"acceleration"	14.5
"volkswagen rabbit custom_77"	"Europe"	"acceleration"	14.5
"pontiac sunbird coupe_77"	"domestic"	"acceleration"	16
"toyota corolla liftback_77"	"Asia"	"acceleration"	18.2
"ford mustang ii 2+2_77"	"domestic"	"acceleration"	15.8
"chevrolet chevette_77"	"domestic"	"acceleration"	17
"dodge colt m/m_77"	"domestic"	"acceleration"	15.9
"subaru dl_77"	"Asia"	"acceleration"	16.4
"volkswagen dasher_77"	"Europe"	"acceleration"	14.1
"datsun 810_77"	"Asia"	"acceleration"	14.5
"bmw 320i_77"	"Europe"	"acceleration"	12.8
"mazda rx-4_77"	"Asia"	"acceleration"	13.5
"volkswagen rabbit custom diesel_78"	"Europe"	"acceleration"	21.5
"ford fiesta_78"	"domestic"	"acceleration"	14.4
"mazda glc deluxe_78"	"Asia"	"acceleration"	19.4
"datsun b210 gx_78"	"Asia"	"acceleration"	18.6
"honda civic cvcc_78"	"Asia"	"acceleration"	16.4
"oldsmobile cutlass salon brougham_78"	"domestic"	"acceleration"	15.5
"dodge diplomat_78"	"domestic"	"acceleration"	13.2
"mercury monarch ghia_78"	"domestic"	"acceleration"	12.8
"pontiac phoenix lj_78"	"domestic"	"acceleration"	19.2
"chevrolet malibu_78"	"domestic"	"acceleration"	18.2
"ford fairmont (auto)_78"	"domestic"	"acceleration"	15.8
"ford fairmont (man)_78"	"domestic"	"acceleration"	15.4
"plymouth volare_78"	"domestic"	"acceleration"	17.2
"amc concord_78"	"domestic"	"acceleration"	17.2
"buick century special_78"	"domestic"	"acceleration"	15.8
"mercury zephyr_78"	"domestic"	"acceleration"	16.7
"dodge aspen_78"	"domestic"	"acceleration"	18.7
"amc concord d/l_78"	"domestic"	"acceleration"	15.1
"chevrolet monte carlo landau_78"	"domestic"	"acceleration"	13.2
"buick regal sport coupe (turbo)_78"	"domestic"	"acceleration"	13.4
"ford futura_78"	"domestic"	"acceleration"	11.2
"dodge magnum xe_78"	"domestic"	"acceleration"	13.7
"chevrolet chevette_78"	"domestic"	"acceleration"	16.5
"toyota corona_78"	"Asia"	"acceleration"	14.2
"datsun 510_78"	"Asia"	"acceleration"	14.7
"dodge omni_78"	"domestic"	"acceleration"	14.5
"toyota celica gt liftback_78"	"Asia"	"acceleration"	14.8
"plymouth sapporo_78"	"domestic"	"acceleration"	16.7
"oldsmobile starfire sx_78"	"domestic"	"acceleration"	17.6
"datsun 200-sx_78"	"Asia"	"acceleration"	14.9
"audi 5000_78"	"Europe"	"acceleration"	15.9
"volvo 264gl_78"	"Europe"	"acceleration"	13.6
"saab 99gle_78"	"Europe"	"acceleration"	15.7
"peugeot 604sl_78"	"Europe"	"acceleration"	15.8
"volkswagen scirocco_78"	"Europe"	"acceleration"	14.9
"honda accord lx_78"	"Asia"	"acceleration"	16.6
"pontiac lemans v6_79"	"domestic"	"acceleration"	15.4
"mercury zephyr 6_79"	"domestic"	"acceleration"	18.2
"ford fairmont 4_79"	"domestic"	"acceleration"	17.3
"amc concord dl 6_79"	"domestic"	"acceleration"	18.2
"dodge aspen 6_79"	"domestic"	"acceleration"	16.6
"chevrolet caprice classic_79"	"domestic"	"acceleration"	15.4
"ford ltd landau_79"	"domestic"	"acceleration"	13.4
"mercury grand marquis_79"	"domestic"	"acceleration"	13.2
"dodge st. regis_79"	"domestic"	"acceleration"	15.2
"buick estate wagon (sw)_79"	"domestic"	"acceleration"	14.9
"ford country squire (sw)_79"	"domestic"	"acceleration"	14.3
"chevrolet malibu classic (sw)_79"	"domestic"	"acceleration"	15
"chrysler lebaron town @ country (sw)_79"	"domestic"	"acceleration"	13
"vw rabbit custom_79"	"Europe"	"acceleration"	14
"maxda glc deluxe_79"	"Asia"	"acceleration"	15.2
"dodge colt hatchback custom_79"	"domestic"	"acceleration"	14.4
"amc spirit dl_79"	"domestic"	"acceleration"	15
"mercedes benz 300d_79"	"Europe"	"acceleration"	20.1
"cadillac eldorado_79"	"domestic"	"acceleration"	17.4
"peugeot 504_79"	"Europe"	"acceleration"	24.8
"oldsmobile cutlass salon brougham_79"	"domestic"	"acceleration"	22.2
"plymouth horizon_79"	"domestic"	"acceleration"	13.2
"plymouth horizon tc3_79"	"domestic"	"acceleration"	14.9
"datsun 210_79"	"Asia"	"acceleration"	19.2
"fiat strada custom_79"	"Europe"	"acceleration"	14.7
"buick skylark limited_79"	"domestic"	"acceleration"	16
"chevrolet citation_79"	"domestic"	"acceleration"	11.3
"oldsmobile omega brougham_79"	"domestic"	"acceleration"	12.9
"pontiac phoenix_79"	"domestic"	"acceleration"	13.2
"vw rabbit_80"	"Europe"	"acceleration"	14.7
"toyota corolla tercel_80"	"Asia"	"acceleration"	18.8
"chevrolet chevette_80"	"domestic"	"acceleration"	15.5
"datsun 310_80"	"Asia"	"acceleration"	16.4
"chevrolet citation_80"	"domestic"	"acceleration"	16.5
"ford fairmont_80"	"domestic"	"acceleration"	18.1
"amc concord_80"	"domestic"	"acceleration"	20.1
"dodge aspen_80"	"domestic"	"acceleration"	18.7
"audi 4000_80"	"Europe"	"acceleration"	15.8
"toyota corona liftback_80"	"Asia"	"acceleration"	15.5
"mazda 626_80"	"Asia"	"acceleration"	17.5
"datsun 510 hatchback_80"	"Asia"	"acceleration"	15
"toyota corolla_80"	"Asia"	"acceleration"	15.2
"mazda glc_80"	"Asia"	"acceleration"	17.9
"dodge colt_80"	"domestic"	"acceleration"	14.4
"datsun 210_80"	"Asia"	"acceleration"	19.2
"vw rabbit c (diesel)_80"	"Europe"	"acceleration"	21.7
"vw dasher (diesel)_80"	"Europe"	"acceleration"	23.7
"audi 5000s (diesel)_80"	"Europe"	"acceleration"	19.9
"mercedes-benz 240d_80"	"Europe"	"acceleration"	21.8
"honda civic 1500 gl_80"	"Asia"	"acceleration"	13.8
"renault lecar deluxe_80"	"Europe"	"acceleration"	17.3
"subaru dl_80"	"Asia"	"acceleration"	18
"vokswagen rabbit_80"	"Europe"	"acceleration"	15.3
"datsun 280-zx_80"	"Asia"	"acceleration"	11.4
"mazda rx-7 gs_80"	"Asia"	"acceleration"	12.5
"triumph tr7 coupe_80"	"Europe"	"acceleration"	15.1
"ford mustang cobra_80"	"domestic"	"acceleration"	14.3
"honda accord_80"	"Asia"	"acceleration"	17
"plymouth reliant_81"	"domestic"	"acceleration"	15.7
"buick skylark_81"	"domestic"	"acceleration"	16.4
"dodge aries wagon (sw)_81"	"domestic"	"acceleration"	14.4
"chevrolet citation_81"	"domestic"	"acceleration"	12.6
"toyota starlet_81"	"Asia"	"acceleration"	16.9
"plymouth champ_81"	"domestic"	"acceleration"	16.4
"honda civic 1300_81"	"Asia"	"acceleration"	16.1
"subaru_81"	"Asia"	"acceleration"	17.8
"datsun 210 mpg_81"	"Asia"	"acceleration"	19.4
"toyota tercel_81"	"Asia"	"acceleration"	17.3
"mazda glc 4_81"	"Asia"	"acceleration"	16
"plymouth horizon 4_81"	"domestic"	"acceleration"	14.9
"ford escort 4w_81"	"domestic"	"acceleration"	16.2
"ford escort 2h_81"	"domestic"	"acceleration"	20.7
"volkswagen jetta_81"	"Europe"	"acceleration"	14.2
"renault 18i_81"	"Europe"	"acceleration"	15.8
"honda prelude_81"	"Asia"	"acceleration"	14.4
"toyota corolla_81"	"Asia"	"acceleration"	16.8
"datsun 200sx_81"	"Asia"	"acceleration"	14.8
"mazda 626_81"	"Asia"	"acceleration"	18.3
"peugeot 505s turbo diesel_81"	"Europe"	"acceleration"	20.4
"volvo diesel_81"	"Europe"	"acceleration"	19.6
"toyota cressida_81"	"Asia"	"acceleration"	12.6
"datsun 810 maxima_81"	"Asia"	"acceleration"	13.8
"buick century_81"	"domestic"	"acceleration"	15.8
"oldsmobile cutlass ls_81"	"domestic"	"acceleration"	19
"ford granada gl_81"	"domestic"	"acceleration"	17.1
"chrysler lebaron salon_81"	"domestic"	"acceleration"	16.6
"chevrolet cavalier_82"	"domestic"	"acceleration"	19.6
"chevrolet cavalier wagon_82"	"domestic"	"acceleration"	18.6
"chevrolet cavalier 2-door_82"	"domestic"	"acceleration"	18
"pontiac j2000 se hatchback_82"	"domestic"	"acceleration"	16.2
"dodge aries se_82"	"domestic"	"acceleration"	16
"pontiac phoenix_82"	"domestic"	"acceleration"	18
"ford fairmont futura_82"	"domestic"	"acceleration"	16.4
"amc concord dl_82"	"domestic"	"acceleration"	20.5
"volkswagen rabbit l_82"	"Europe"	"acceleration"	15.3
"mazda glc custom l_82"	"Asia"	"acceleration"	18.2
"mazda glc custom_82"	"Asia"	"acceleration"	17.6
"plymouth horizon miser_82"	"domestic"	"acceleration"	14.7
"mercury lynx l_82"	"domestic"	"acceleration"	17.3
"nissan stanza xe_82"	"Asia"	"acceleration"	14.5
"honda accord_82"	"Asia"	"acceleration"	14.5
"toyota corolla_82"	"Asia"	"acceleration"	16.9
"honda civic_82"	"Asia"	"acceleration"	15
"honda civic (auto)_82"	"Asia"	"acceleration"	15.7
"datsun 310 gx_82"	"Asia"	"acceleration"	16.2
"buick century limited_82"	"domestic"	"acceleration"	16.4
"oldsmobile cutlass ciera (diesel)_82"	"domestic"	"acceleration"	17
"chrysler lebaron medallion_82"	"domestic"	"acceleration"	14.5
"ford granada l_82"	"domestic"	"acceleration"	14.7
"toyota celica gt_82"	"Asia"	"acceleration"	13.9
"dodge charger 2.2_82"	"domestic"	"acceleration"	13
"chevrolet camaro_82"	"domestic"	"acceleration"	17.3
"ford mustang gl_82"	"domestic"	"acceleration"	15.6
"vw pickup_82"	"Europe"	"acceleration"	24.6
"dodge rampage_82"	"domestic"	"acceleration"	11.6
"ford ranger_82"	"domestic"	"acceleration"	18.6
"chevy s-10_82"	"domestic"	"acceleration"	19.4
